"year","school","conference","association","sport_label","men_revenue","women_revenue","total_revenue"
"2008-2009","Limestone College","Other","NCAA Division II","Basketball",328487,276620,605107
"2008-2009","Limestone College","Other","NCAA Division II","Non Football-Basketball",1747322,1427356,3174678
"2008-2009","Lincoln Memorial University","Other","NCAA Division II","Basketball",271062,280452,551514
"2008-2009","Lincoln Memorial University","Other","NCAA Division II","Non Football-Basketball",539200,621838,1161038
"2008-2009","Lincoln University","Other","NCAA Division II","Basketball",342996,263921,606917
"2008-2009","Lincoln University","Other","NCAA Division II","Football",727152,0,727152
"2008-2009","Lincoln University","Other","NCAA Division II","Non Football-Basketball",299811,279576,579387
"2008-2009","Lincoln University of Pennsylvania","Other","NCAA Division II","Basketball",198900,149200,348100
"2008-2009","Lincoln University of Pennsylvania","Other","NCAA Division II","Football",435524,0,435524
"2008-2009","Lincoln University of Pennsylvania","Other","NCAA Division II","Non Football-Basketball",129300,283394,412694
"2008-2009","Lindenwood University","Other","NCAA Division II","Basketball",90205,109845,200050
"2008-2009","Lindenwood University","Other","NCAA Division II","Football",338652,0,338652
"2008-2009","Lindenwood University","Other","NCAA Division II","Non Football-Basketball",1448982,1051991,2500973
"2008-2009","Linfield College","Other","NCAA Division III","Basketball",119975,103962,223937
"2008-2009","Linfield College","Other","NCAA Division III","Football",366339,0,366339
"2008-2009","Linfield College","Other","NCAA Division III","Non Football-Basketball",365343,441808,807151
"2008-2009","Lipscomb University","Other","NCAA Division I-AAA","Basketball",1433239,1125877,2559116
"2008-2009","Lipscomb University","Other","NCAA Division I-AAA","Non Football-Basketball",1719682,1491396,3211078
"2008-2009","Livingstone College","Other","NCAA Division II","Basketball",509903,353406,863309
"2008-2009","Livingstone College","Other","NCAA Division II","Football",349818,0,349818
"2008-2009","Livingstone College","Other","NCAA Division II","Non Football-Basketball",0,140950,140950
"2008-2009","Lock Haven University","Other","NCAA Division II","Basketball",242398,246553,488951
"2008-2009","Lock Haven University","Other","NCAA Division II","Football",672767,0,672767
"2008-2009","Lock Haven University","Other","NCAA Division II","Non Football-Basketball",873298,1717452,2590750
"2008-2009","Long Island University-Brooklyn Campus","Other","NCAA Division I-AAA","Basketball",1174885,1098646,2273531
"2008-2009","Long Island University-Brooklyn Campus","Other","NCAA Division I-AAA","Non Football-Basketball",1561853,3144323,4706176
"2008-2009","Long Island University-C W Post Campus","Other","NCAA Division II","Basketball",520351,494701,1015052
"2008-2009","Long Island University-C W Post Campus","Other","NCAA Division II","Football",1609105,0,1609105
"2008-2009","Long Island University-C W Post Campus","Other","NCAA Division II","Non Football-Basketball",1207500,2097776,3305276
"2008-2009","Longwood University","Other","NCAA Division I-AAA","Basketball",1130357,919760,2050117
"2008-2009","Longwood University","Other","NCAA Division I-AAA","Non Football-Basketball",1187166,2235508,3422674
"2008-2009","Loras College","Other","NCAA Division III","Basketball",221333,113326,334659
"2008-2009","Loras College","Other","NCAA Division III","Football",321588,0,321588
"2008-2009","Loras College","Other","NCAA Division III","Non Football-Basketball",499007,386203,885210
"2008-2009","Louisiana College","Other","NCAA Division III","Basketball",99409,104499,203908
"2008-2009","Louisiana College","Other","NCAA Division III","Football",532123,0,532123
"2008-2009","Louisiana College","Other","NCAA Division III","Non Football-Basketball",196074,171881,367955
"2008-2009","Louisiana State University and Agricultural & Mechanical College","Southeastern Conference","NCAA Division I-A","Basketball",6034178,685506,6719684
"2008-2009","Louisiana State University and Agricultural & Mechanical College","Southeastern Conference","NCAA Division I-A","Football",61868953,0,61868953
"2008-2009","Louisiana State University and Agricultural & Mechanical College","Southeastern Conference","NCAA Division I-A","Non Football-Basketball",5863946,546608,6410554
"2008-2009","Louisiana Tech University","Other","NCAA Division I-A","Basketball",308145,272587,580732
"2008-2009","Louisiana Tech University","Other","NCAA Division I-A","Football",2835741,0,2835741
"2008-2009","Louisiana Tech University","Other","NCAA Division I-A","Non Football-Basketball",209777,486836,696613
"2008-2009","Loyola Marymount University","Other","NCAA Division I-AAA","Basketball",2197148,1493052,3690200
"2008-2009","Loyola Marymount University","Other","NCAA Division I-AAA","Non Football-Basketball",3297938,4555229,7853167
"2008-2009","Loyola University-Baltimore","Other","NCAA Division I-AAA","Basketball",1590223,1320924,2911147
"2008-2009","Loyola University-Baltimore","Other","NCAA Division I-AAA","Non Football-Basketball",2765874,3261651,6027525
"2008-2009","Loyola University-Chicago","Other","NCAA Division I-AAA","Basketball",1597239,1066339,2663578
"2008-2009","Loyola University-Chicago","Other","NCAA Division I-AAA","Non Football-Basketball",1038859,2169917,3208776
"2008-2009","Lubbock Christian University","Other","NCAA Division II","Basketball",399330,441725,841055
"2008-2009","Lubbock Christian University","Other","NCAA Division II","Non Football-Basketball",798322,895217,1693539
"2008-2009","Luther College","Other","NCAA Division III","Basketball",122628,113873,236501
"2008-2009","Luther College","Other","NCAA Division III","Football",246858,0,246858
"2008-2009","Luther College","Other","NCAA Division III","Non Football-Basketball",685204,450474,1135678
"2008-2009","Lycoming College","Other","NCAA Division III","Basketball",107148,96273,203421
"2008-2009","Lycoming College","Other","NCAA Division III","Football",481997,0,481997
"2008-2009","Lycoming College","Other","NCAA Division III","Non Football-Basketball",367048,274987,642035
"2008-2009","Lynchburg College","Other","NCAA Division III","Basketball",151141,106327,257468
"2008-2009","Lynchburg College","Other","NCAA Division III","Non Football-Basketball",342610,570314,912924
"2008-2009","Lyndon State College","Other","NCAA Division III","Basketball",32917,34201,67118
"2008-2009","Lyndon State College","Other","NCAA Division III","Non Football-Basketball",106563,95768,202331
"2008-2009","Lynn University","Other","NCAA Division II","Basketball",604194,528303,1132497
"2008-2009","Lynn University","Other","NCAA Division II","Non Football-Basketball",1489769,1926635,3416404
"2008-2009","Macalester College","Other","NCAA Division III","Basketball",160867,124488,285355
"2008-2009","Macalester College","Other","NCAA Division III","Football",321884,0,321884
"2008-2009","Macalester College","Other","NCAA Division III","Non Football-Basketball",410768,625643,1036411
